ip.src,ip.dst,tcp.srcport
192.168.18.4,172.64.149.20,62854
192.168.18.4,104.18.38.236,62855
192.168.18.4,192.168.18.1,62044
192.168.18.4,192.168.18.1,62205
192.168.18.4,192.168.18.1,58025
192.168.18.4,192.168.18.1,59109
192.168.18.4,192.168.18.1,55729
192.168.18.4,192.168.18.1,63460
192.168.18.4,142.250.184.17,54008
192.168.18.4,192.168.18.1,57143
192.168.18.4,192.168.18.1,65446
192.168.18.4,192.168.18.1,54716
192.168.18.4,192.168.18.1,60017
192.168.18.4,192.168.18.1,59970
192.168.18.4,192.168.18.1,55490
192.168.18.4,192.168.18.1,62025
192.168.18.4,192.168.18.1,64055
192.168.18.4,142.251.17.94,64759
192.168.18.4,192.168.18.1,63609
192.168.18.4,192.168.18.1,51830
192.168.18.4,192.168.18.1,58991
192.168.18.4,192.168.18.1,61702
192.168.18.4,172.64.149.20,61703
192.168.18.4,104.18.38.236,61704
192.168.18.4,192.168.18.1,59020
192.168.18.4,192.168.18.1,49270
192.168.18.4,192.168.18.1,61537
192.168.18.4,192.168.18.1,55539
192.168.18.4,192.168.18.1,56408
192.168.18.4,192.168.18.1,65133
192.168.18.4,192.168.18.1,55865
192.168.18.4,192.168.18.1,52135
192.168.18.4,192.168.18.1,52917
192.168.18.4,192.168.18.1,54190
192.168.18.4,192.168.18.1,54450
192.168.18.4,192.168.18.1,57793
192.168.18.4,20.189.173.3,57794
192.168.18.4,192.168.18.1,49441
192.168.18.4,192.168.18.1,65239
192.168.18.4,34.89.141.94,57015
192.168.18.4,172.64.149.20,57016
192.168.18.4,104.18.38.236,57017
192.168.18.4,192.168.18.1,63604
192.168.18.4,192.168.18.1,53621
192.168.18.4,192.168.18.1,53463
192.168.18.4,192.168.18.1,59923
192.168.18.4,192.168.18.1,49524
192.168.18.4,192.168.18.1,52552
192.168.18.4,192.168.18.1,57036
192.168.18.4,192.168.18.1,60349
192.168.18.4,192.168.18.1,64483
192.168.18.4,192.168.18.1,49688
192.168.18.4,192.168.18.1,50276
192.168.18.4,192.168.18.1,60266
192.168.18.4,192.168.18.1,50822
192.168.18.4,192.168.18.1,60577
192.168.18.4,192.168.18.1,54964
192.168.18.4,192.168.18.1,51533
192.168.18.4,192.168.18.1,63542
192.168.18.4,192.168.18.1,53175
192.168.18.4,192.168.18.1,55485
192.168.18.4,192.168.18.1,56971
192.168.18.4,192.168.18.1,63958
192.168.18.4,192.168.18.1,50444
192.168.18.4,192.168.18.1,53579
192.168.18.4,192.168.18.1,53280
192.168.18.4,192.168.18.1,58990
192.168.18.4,192.168.18.1,49918
192.168.18.4,192.168.18.1,50966
192.168.18.4,192.168.18.1,58240
192.168.18.4,192.168.18.1,60583
192.168.18.4,192.168.18.1,49510
192.168.18.4,142.250.181.138,60574
192.168.18.4,194.30.87.39,55187
192.168.18.4,194.30.87.39,55293
192.168.18.4,192.168.18.1,59815
192.168.18.4,192.168.18.1,59708
192.168.18.4,192.168.18.1,62786
192.168.18.4,192.168.18.1,58747
192.168.18.4,192.168.18.1,62492
192.168.18.4,104.18.39.181,59396
192.168.18.4,172.217.168.168,57000
192.168.18.4,194.30.87.39,54823
192.168.18.4,194.30.87.39,52390
192.168.18.4,194.30.87.39,52144
192.168.18.4,194.30.87.39,61351
192.168.18.4,192.168.18.1,53572
192.168.18.4,192.168.18.1,54247
192.168.18.4,192.168.18.1,50382
192.168.18.4,192.168.18.1,50766
192.168.18.4,88.99.85.119,49353
192.168.18.4,192.168.18.1,63314
192.168.18.4,192.168.18.1,50602
192.168.18.4,192.168.18.1,52544
192.168.18.4,192.168.18.1,61658
192.168.18.4,192.168.18.1,62077
192.168.18.4,192.168.18.1,59841
192.168.18.4,192.168.18.1,51537
192.168.18.4,192.168.18.1,53966
192.168.18.4,3.174.180.32,64816
192.168.18.4,192.178.25.98,57993
192.168.18.4,192.168.18.1,56199
192.168.18.4,192.168.18.1,60239
192.168.18.4,178.16.117.14,51867
192.168.18.4,192.168.18.1,58843
192.168.18.4,192.168.18.1,58471
192.168.18.4,192.168.18.1,60684
192.168.18.4,192.168.18.1,64317
192.168.18.4,192.168.18.1,64539
192.168.18.4,192.168.18.1,56467
192.168.18.4,141.95.98.65,56493
192.168.18.4,178.250.7.145,60409
192.168.18.4,199.232.196.134,63362
192.168.18.4,192.168.18.1,50160
192.168.18.4,192.168.18.1,59889
192.168.18.4,192.168.18.1,50597
192.168.18.4,192.168.18.1,50373
192.168.18.4,192.168.18.1,62083
192.168.18.4,192.168.18.1,49485
192.168.18.4,192.168.18.1,57403
192.168.18.4,192.168.18.1,63401
192.168.18.4,178.250.7.145,55958
192.168.18.4,91.98.156.114,54829
192.168.18.4,91.98.156.114,63350
192.168.18.4,104.20.23.13,60078
192.168.18.4,151.101.64.134,57656
192.168.18.4,99.84.9.28,59872
192.168.18.4,91.98.156.114,62693
192.168.18.4,192.168.18.1,63795
192.168.18.4,192.168.18.1,63666
192.168.18.4,192.168.18.1,59175
192.168.18.4,192.168.18.1,49919
192.168.18.4,192.168.18.1,53226
192.168.18.4,192.168.18.1,63496
192.168.18.4,5.188.126.61,64611
192.168.18.4,172.67.75.241,61895
192.168.18.4,142.250.184.14,65124
192.168.18.4,192.168.18.1,50415
192.168.18.4,192.168.18.1,59575
192.168.18.4,178.16.117.14,58670
192.168.18.4,192.168.18.1,63116
192.168.18.4,192.168.18.1,61447
192.168.18.4,192.168.18.1,53972
192.168.18.4,192.168.18.1,58029
192.168.18.4,142.250.178.162,62622
192.168.18.4,192.168.18.1,64240
192.168.18.4,192.168.18.1,52440
192.168.18.4,192.168.18.1,62338
192.168.18.4,192.168.18.1,58716
192.168.18.4,192.168.18.1,64854
192.168.18.4,192.168.18.1,52258
192.168.18.4,192.168.18.1,65120
192.168.18.4,192.168.18.1,63258
192.168.18.4,192.168.18.1,59456
192.168.18.4,192.168.18.1,59577
192.168.18.4,192.168.18.1,50839
192.168.18.4,192.168.18.1,52835
192.168.18.4,192.168.18.1,55168
192.168.18.4,192.168.18.1,58300
192.168.18.4,192.168.18.1,51852
192.168.18.4,192.168.18.1,58665
192.168.18.4,192.168.18.1,51893
192.168.18.4,192.168.18.1,55909
192.168.18.4,192.168.18.1,51316
192.168.18.4,192.168.18.1,49920
192.168.18.4,192.168.18.1,60190
192.168.18.4,192.168.18.1,49921
192.168.18.4,142.250.184.1,64613
192.168.18.4,192.168.18.1,65508
192.168.18.4,192.168.18.1,61412
192.168.18.4,192.168.18.1,52259
192.168.18.4,192.168.18.1,58568
192.168.18.4,192.168.18.1,62768
192.168.18.4,192.168.18.1,49180
192.168.18.4,192.168.18.1,57673
192.168.18.4,192.168.18.1,51148
192.168.18.4,141.95.98.64,55745
192.168.18.4,34.36.209.34,59113
192.168.18.4,34.36.209.34,55235
192.168.18.4,35.227.252.103,51496
192.168.18.4,35.227.252.103,57142
192.168.18.4,192.168.18.1,58445
192.168.18.4,192.168.18.1,59250
192.168.18.4,192.168.18.1,52380
192.168.18.4,192.168.18.1,60571
192.168.18.4,37.252.171.22,59215
192.168.18.4,37.252.171.22,60299
192.168.18.4,178.250.7.136,55279
192.168.18.4,178.250.7.136,64295
192.168.18.4,104.18.26.193,58280
192.168.18.4,104.18.26.193,60451
192.168.18.4,52.49.22.21,50824
192.168.18.4,52.49.22.21,64057
192.168.18.4,51.75.86.98,60639
192.168.18.4,51.75.86.98,49922
192.168.18.4,104.18.34.178,50847
192.168.18.4,104.18.34.178,59601
192.168.18.4,192.168.18.1,58881
192.168.18.4,192.168.18.1,49466
192.168.18.4,192.168.18.1,55640
192.168.18.4,192.168.18.1,62753
192.168.18.4,192.168.18.1,49923
192.168.18.4,192.168.18.1,64503
192.168.18.4,192.168.18.1,59373
192.168.18.4,192.168.18.1,65021
192.168.18.4,192.168.18.1,55267
192.168.18.4,192.168.18.1,54679
192.168.18.4,192.168.18.1,57079
192.168.18.4,192.168.18.1,58465
192.168.18.4,192.168.18.1,54143
192.168.18.4,192.168.18.1,50536
192.168.18.4,192.168.18.1,54743
192.168.18.4,64.74.236.159,65137
192.168.18.4,64.74.236.159,60529
192.168.18.4,178.63.105.110,63796
192.168.18.4,178.63.105.110,56200
192.168.18.4,81.17.55.100,49637
192.168.18.4,81.17.55.100,56205
192.168.18.4,99.81.7.183,58610
192.168.18.4,99.81.7.183,59684
192.168.18.4,69.173.156.138,50346
192.168.18.4,69.173.156.138,50473
192.168.18.4,192.168.18.1,62493
192.168.18.4,192.168.18.1,61696
192.168.18.4,192.168.18.1,60989
192.168.18.4,192.168.18.1,50350
192.168.18.4,142.250.185.1,53509
192.168.18.4,162.19.10.129,51294
192.168.18.4,34.1.1.166,59466
192.168.18.4,34.1.1.166,52512
192.168.18.4,192.168.18.1,61588
192.168.18.4,192.168.18.1,59413
192.168.18.4,192.168.18.1,58696
192.168.18.4,192.168.18.1,60629
192.168.18.4,142.250.185.1,52463
192.168.18.4,192.168.18.1,50355
192.168.18.4,192.168.18.1,57452
192.168.18.4,192.168.18.1,63683
192.168.18.4,192.168.18.1,54380
192.168.18.4,192.168.18.1,62321
192.168.18.4,192.168.18.1,58359
192.168.18.4,216.239.34.36,54127
192.168.18.4,192.168.18.1,61952
192.168.18.4,192.168.18.1,53300
192.168.18.4,192.168.18.1,58601
192.168.18.4,192.168.18.1,55699
192.168.18.4,192.168.18.1,64354
192.168.18.4,192.168.18.1,50340
192.168.18.4,192.168.18.1,63436
192.168.18.4,192.168.18.1,52098
192.168.18.4,192.168.18.1,60218
192.168.18.4,192.168.18.1,63907
192.168.18.4,192.168.18.1,56040
192.168.18.4,192.168.18.1,58388
192.168.18.4,192.168.18.1,64908
192.168.18.4,192.168.18.1,61347
192.168.18.4,192.168.18.1,64183
192.168.18.4,192.168.18.1,57103
192.168.18.4,192.168.18.1,55376
192.168.18.4,192.168.18.1,58354
192.168.18.4,192.168.18.1,50591
192.168.18.4,192.168.18.1,58857
192.168.18.4,104.18.24.18,55194
192.168.18.4,51.75.86.98,54845
192.168.18.4,52.123.129.14,54846
192.168.18.4,192.168.18.1,53679
192.168.18.4,192.168.18.1,64337
192.168.18.4,192.168.18.1,51229
192.168.18.4,192.168.18.1,57053
192.168.18.4,192.168.18.1,64378
192.168.18.4,192.168.18.1,50327
192.168.18.4,192.168.18.1,57613
192.168.18.4,192.168.18.1,54996
192.168.18.4,151.101.1.108,56342
192.168.18.4,23.46.84.30,62389
192.168.18.4,35.244.159.8,52919
192.168.18.4,178.250.7.145,51025
192.168.18.4,162.19.10.115,61520
192.168.18.4,192.168.18.1,60356
192.168.18.4,192.168.18.1,63849
192.168.18.4,34.1.1.166,54815
192.168.18.4,192.168.18.1,50631
192.168.18.4,192.168.18.1,50161
192.168.18.4,34.250.5.225,64563
192.168.18.4,37.252.171.21,59489
192.168.18.4,192.168.18.1,54470
192.168.18.4,192.168.18.1,49245
192.168.18.4,192.168.18.1,51655
192.168.18.4,35.227.244.76,53176
192.168.18.4,192.168.18.1,57992
192.168.18.4,192.168.18.1,56409
192.168.18.4,192.168.18.1,57823
192.168.18.4,192.168.18.1,57033
192.168.18.4,69.173.156.149,61837
192.168.18.4,95.100.109.92,49227
192.168.18.4,192.168.18.1,57920
192.168.18.4,192.168.18.1,61393
192.168.18.4,192.168.18.1,54705
192.168.18.4,148.251.40.147,56768
192.168.18.4,2.22.209.61,64201
192.168.18.4,192.168.18.1,53224
192.168.18.4,192.168.18.1,53701
192.168.18.4,50.31.142.255,49920
192.168.18.4,142.250.185.2,55623
192.168.18.4,192.168.18.1,58445
192.168.18.4,192.168.18.1,50838
192.168.18.4,34.202.243.6,61630
192.168.18.4,192.168.18.1,49924
192.168.18.4,192.168.18.1,55440
192.168.18.4,95.100.109.82,64393
192.168.18.4,192.168.18.1,61708
192.168.18.4,192.168.18.1,53788
192.168.18.4,192.168.18.1,56307
192.168.18.4,192.168.18.1,59167
192.168.18.4,192.168.18.1,58255
192.168.18.4,192.168.18.1,53178
192.168.18.4,192.168.18.1,61909
192.168.18.4,192.168.18.1,59620
192.168.18.4,52.44.236.200,49593
192.168.18.4,192.168.18.1,51819
192.168.18.4,192.168.18.1,61641
192.168.18.4,192.168.18.1,57064
192.168.18.4,192.168.18.1,51495
192.168.18.4,103.231.98.109,62967
192.168.18.4,69.173.156.148,63609
192.168.18.4,185.89.208.11,50881
192.168.18.4,192.168.18.1,60216
192.168.18.4,192.168.18.1,61020
192.168.18.4,34.202.243.6,61500
192.168.18.4,151.101.193.253,52891
192.168.18.4,91.134.110.137,50362
192.168.18.4,192.168.18.1,60468
192.168.18.4,192.168.18.1,63461
192.168.18.4,193.0.160.130,62219
192.168.18.4,35.214.136.108,62862
192.168.18.4,192.168.18.1,53887
192.168.18.4,192.168.18.1,58908
192.168.18.4,192.168.18.1,54324
192.168.18.4,192.168.18.1,63694
192.168.18.4,192.168.18.1,51846
192.168.18.4,192.168.18.1,53859
192.168.18.4,185.89.210.212,62185
192.168.18.4,192.168.18.1,60720
192.168.18.4,192.168.18.1,54831
192.168.18.4,185.184.8.90,63648
192.168.18.4,192.168.18.1,50945
192.168.18.4,192.168.18.1,53866
192.168.18.4,192.168.18.1,50914
192.168.18.4,192.168.18.1,60957
192.168.18.4,35.208.249.213,56837
192.168.18.4,35.214.194.245,53909
192.168.18.4,34.95.103.74,50934
192.168.18.4,192.168.18.1,57697
192.168.18.4,192.168.18.1,53809
192.168.18.4,192.168.18.1,53725
192.168.18.4,192.168.18.1,52572
192.168.18.4,8.18.47.7,57909
192.168.18.4,192.168.18.1,57324
192.168.18.4,192.168.18.1,51188
192.168.18.4,2.22.208.24,60197
192.168.18.4,192.168.18.1,64651
192.168.18.4,192.168.18.1,55066
192.168.18.4,178.250.7.29,56814
192.168.18.4,46.228.164.11,65192
192.168.18.4,8.2.109.251,60599
192.168.18.4,192.168.18.1,61493
192.168.18.4,192.168.18.1,54062
192.168.18.4,192.168.18.1,53179
192.168.18.4,192.168.18.1,55541
192.168.18.4,13.218.85.51,54993
192.168.18.4,192.168.18.1,62431
192.168.18.4,192.168.18.1,62416
192.168.18.4,3.69.181.173,57530
192.168.18.4,23.105.134.199,54068
192.168.18.4,192.168.18.1,63728
192.168.18.4,192.168.18.1,64906
192.168.18.4,69.173.156.149,51692
192.168.18.4,192.168.18.1,52008
192.168.18.4,192.168.18.1,61175
192.168.18.4,192.168.18.1,57188
192.168.18.4,192.168.18.1,64472
192.168.18.4,192.168.18.1,59991
192.168.18.4,192.168.18.1,54211
192.168.18.4,192.168.18.1,64306
192.168.18.4,192.168.18.1,54556
192.168.18.4,192.168.18.1,59283
192.168.18.4,192.168.18.1,49925
192.168.18.4,192.168.18.1,59356
192.168.18.4,192.168.18.1,51767
192.168.18.4,192.168.18.1,52034
192.168.18.4,192.168.18.1,51784
192.168.18.4,192.168.18.1,64411
192.168.18.4,192.168.18.1,49190
192.168.18.4,192.168.18.1,49500
192.168.18.4,192.168.18.1,53515
192.168.18.4,192.168.18.1,53180
192.168.18.4,192.168.18.1,63391
192.168.18.4,23.46.85.41,61699
192.168.18.4,2.16.39.33,56437
192.168.18.4,99.81.149.217,50841
192.168.18.4,8.2.109.251,52629
192.168.18.4,192.168.18.1,64894
192.168.18.4,192.168.18.1,59876
192.168.18.4,69.173.156.149,49926
192.168.18.4,18.194.248.10,64886
192.168.18.4,192.168.18.1,58828
192.168.18.4,192.168.18.1,57928
192.168.18.4,172.66.154.88,64830
192.168.18.4,185.89.210.122,50812
192.168.18.4,178.250.7.29,50162
192.168.18.4,52.214.192.14,55649
192.168.18.4,82.145.213.8,59983
192.168.18.4,192.168.18.1,64299
192.168.18.4,192.168.18.1,64856
192.168.18.4,192.168.18.1,53959
192.168.18.4,192.168.18.1,60625
192.168.18.4,163.5.194.32,53400
192.168.18.4,104.18.27.193,63373
192.168.18.4,23.105.134.199,62124
192.168.18.4,34.36.216.150,50228
192.168.18.4,135.125.209.182,56492
192.168.18.4,192.168.18.1,63512
192.168.18.4,192.168.18.1,58709
192.168.18.4,192.168.18.1,55582
192.168.18.4,192.168.18.1,56229
192.168.18.4,192.168.18.1,57800
192.168.18.4,192.168.18.1,62459
192.168.18.4,18.235.112.199,60838
192.168.18.4,192.168.18.1,60910
192.168.18.4,192.168.18.1,62000
192.168.18.4,172.66.1.242,51903
192.168.18.4,35.214.136.108,49486
192.168.18.4,18.198.188.210,56165
192.168.18.4,192.168.18.1,58364
192.168.18.4,192.168.18.1,64769
192.168.18.4,192.168.18.1,64773
192.168.18.4,192.168.18.1,52072
192.168.18.4,67.202.105.24,59308
192.168.18.4,192.168.18.1,61191
192.168.18.4,192.168.18.1,61386
192.168.18.4,35.207.140.152,59590
192.168.18.4,82.145.213.8,52099
192.168.18.4,192.168.18.1,57895
192.168.18.4,192.168.18.1,55499
192.168.18.4,151.101.65.44,51989
192.168.18.4,192.168.18.1,57619
192.168.18.4,192.168.18.1,53938
192.168.18.4,34.107.140.113,49298
192.168.18.4,8.2.109.251,60599
192.168.18.4,192.168.18.1,62997
192.168.18.4,192.168.18.1,53528
192.168.18.4,192.168.18.1,61173
192.168.18.4,192.168.18.1,60249
192.168.18.4,103.67.200.81,56656
192.168.18.4,23.105.134.199,54068
192.168.18.4,192.168.18.1,62531
192.168.18.4,192.168.18.1,50768
192.168.18.4,192.168.18.1,55983
192.168.18.4,192.168.18.1,50713
192.168.18.4,64.74.236.95,65262
192.168.18.4,52.28.195.246,62623
192.168.18.4,8.2.109.251,52629
192.168.18.4,192.168.18.1,60715
192.168.18.4,192.168.18.1,50504
192.168.18.4,151.101.66.49,61792
192.168.18.4,23.105.134.199,62124
192.168.18.4,192.168.18.1,64556
192.168.18.4,192.168.18.1,59803
192.168.18.4,70.42.32.255,63945
192.168.18.4,192.168.18.1,57071
192.168.18.4,192.168.18.1,60911
192.168.18.4,35.204.195.167,54766
192.168.18.4,192.168.18.1,61038
192.168.18.4,192.168.18.1,53892
192.168.18.4,52.19.224.221,51050
192.168.18.4,192.168.18.1,49620
192.168.18.4,192.168.18.1,51629
192.168.18.4,64.74.236.159,58293
192.168.18.4,192.168.18.1,56311
192.168.18.4,192.168.18.1,54960
192.168.18.4,34.96.105.8,62983
192.168.18.4,192.168.18.1,58459
192.168.18.4,192.168.18.1,55165
192.168.18.4,63.215.202.137,54756
192.168.18.4,192.168.18.1,56356
192.168.18.4,192.168.18.1,58787
192.168.18.4,172.240.45.96,50762
192.168.18.4,192.168.18.1,52108
192.168.18.4,192.168.18.1,58508
192.168.18.4,192.168.18.1,56434
192.168.18.4,192.168.18.1,51966
192.168.18.4,34.107.148.139,64244
192.168.18.4,192.168.18.1,51126
192.168.18.4,192.168.18.1,60623
192.168.18.4,87.248.114.11,54765
192.168.18.4,192.168.18.1,62207
192.168.18.4,192.168.18.1,50384
192.168.18.4,80.77.87.161,53684
192.168.18.4,8.2.109.251,60599
192.168.18.4,23.105.134.199,54068
192.168.18.4,8.2.109.251,52629
192.168.18.4,23.105.134.199,62124
192.168.18.4,192.168.18.1,59972
192.168.18.4,192.168.18.1,52836
192.168.18.4,5.135.209.101,60635
192.168.18.4,192.168.18.1,52102
192.168.18.4,192.168.18.1,56032
192.168.18.4,46.137.59.1,56975
192.168.18.4,192.168.18.1,57882
192.168.18.4,192.168.18.1,62021
192.168.18.4,52.205.125.86,62827
192.168.18.4,8.2.109.251,60599
192.168.18.4,23.105.134.199,54068
192.168.18.4,192.168.18.1,60707
192.168.18.4,192.168.18.1,64933
192.168.18.4,23.105.134.199,62124
192.168.18.4,192.168.18.1,65183
192.168.18.4,192.168.18.1,52273
192.168.18.4,23.46.84.135,53364
192.168.18.4,192.168.18.1,51364
192.168.18.4,192.168.18.1,65064
192.168.18.4,52.209.232.99,54812
192.168.18.4,34.202.243.6,61863
192.168.18.4,192.168.18.1,54028
192.168.18.4,192.168.18.1,54899
192.168.18.4,3.127.125.39,65217
192.168.18.4,192.168.18.1,63003
192.168.18.4,192.168.18.1,64825
192.168.18.4,35.212.104.44,50746
192.168.18.4,192.168.18.1,59734
192.168.18.4,192.168.18.1,54348
192.168.18.4,35.186.253.211,50728
192.168.18.4,192.168.18.1,57536
192.168.18.4,192.168.18.1,50515
192.168.18.4,69.166.1.66,51526
192.168.18.4,192.168.18.1,54161
192.168.18.4,192.168.18.1,54871
192.168.18.4,63.215.202.169,60972
192.168.18.4,192.168.18.1,50744
192.168.18.4,192.168.18.1,60992
192.168.18.4,35.210.58.154,55990
192.168.18.4,23.105.134.199,54068
192.168.18.4,23.105.134.199,62124
192.168.18.4,192.168.18.1,56642
192.168.18.4,192.168.18.1,53510
192.168.18.4,192.168.18.1,58831
192.168.18.4,192.168.18.1,62735
192.168.18.4,192.168.18.1,63653
192.168.18.4,192.168.18.1,50439
192.168.18.4,34.105.225.79,63210
192.168.18.4,192.168.18.1,55826
192.168.18.4,192.168.18.1,49373
192.168.18.4,142.251.17.94,58686
192.168.18.4,192.168.18.1,52177
192.168.18.4,192.168.18.1,53490
192.168.18.4,20.42.65.88,53491
192.168.18.4,13.107.246.43,54673
192.168.18.4,192.168.18.1,55217
192.168.18.4,192.168.18.1,58925
192.168.18.4,192.168.18.1,56189
192.168.18.4,192.168.18.1,63758
192.168.18.4,34.106.86.104,53583
192.168.18.4,52.123.129.14,53584
192.168.18.4,192.168.18.1,63187
192.168.18.4,192.168.18.1,59907
192.168.18.4,192.168.18.1,50251
192.168.18.4,192.168.18.1,52474
192.168.18.4,142.251.17.94,60252
192.168.18.4,172.64.149.20,60253
192.168.18.4,104.18.38.236,60254
192.168.18.4,192.168.18.1,64374
192.168.18.4,192.168.18.1,57719
192.168.18.4,192.168.18.1,56085
192.168.18.4,192.168.18.1,64964
192.168.18.4,192.168.18.1,53977
192.168.18.4,192.168.18.1,49474
192.168.18.4,192.168.18.1,57270
192.168.18.4,192.168.18.1,58778
192.168.18.4,192.168.18.1,60771
192.168.18.4,192.168.18.1,63428
192.168.18.4,192.168.18.1,62366
192.168.18.4,192.168.18.1,54471
192.168.18.4,192.168.18.1,55589
192.168.18.4,192.168.18.1,58816
192.168.18.4,192.168.18.1,56146
192.168.18.4,192.168.18.1,56968
192.168.18.4,72.25.64.8,56969
192.168.18.4,72.25.64.8,56969
192.168.18.4,72.25.64.8,56969
4.4.118.170,192.168.18.4,192.168.18.4,72.25.64.8,56969
192.168.18.4,192.168.18.1,61036
192.168.18.4,192.168.18.1,58462
192.168.18.4,72.25.64.8,56969
192.168.18.4,23.14.137.56,58463
192.168.18.4,172.217.20.227,58464
192.168.18.4,192.168.18.1,58008
192.168.18.4,192.168.18.1,52837
192.168.18.4,192.168.18.1,56281
192.168.18.4,192.168.18.1,61996
192.168.18.4,192.178.25.110,61380
192.168.18.4,72.25.64.8,56969
192.168.18.4,72.25.64.38,61381
192.168.18.4,72.25.64.38,61381
4.4.118.170,192.168.18.4,192.168.18.4,72.25.64.38,61381
192.168.18.4,72.25.64.38,61381
192.168.18.4,57.129.85.99,54038
192.168.18.4,192.168.18.1,51218
192.168.18.4,192.168.18.1,61150
192.168.18.4,192.168.18.1,55358
192.168.18.4,192.168.18.1,58281
192.168.18.4,72.25.64.38,61381
4.4.118.170,192.168.18.4,192.168.18.4,72.25.64.38,61381
192.168.18.4,72.25.64.38,61381
192.168.18.4,192.168.18.1,53736
192.168.18.4,192.168.18.1,59879
192.168.18.4,192.168.18.1,56238
192.168.18.4,192.168.18.1,51295
192.168.18.4,18.154.29.38,60746
192.168.18.4,18.154.29.38,49290
192.168.18.4,192.168.18.1,54340
192.168.18.4,192.168.18.1,60433
192.168.18.4,192.168.18.1,54812
192.168.18.4,192.168.18.1,57258
192.168.18.4,192.168.18.1,60956
192.168.18.4,192.168.18.1,62151
192.168.18.4,13.224.83.78,53175
192.168.18.4,18.154.43.4,50399
192.168.18.4,192.168.18.1,64264
192.168.18.4,192.168.18.1,51287
192.168.18.4,192.168.18.1,53813
192.168.18.4,192.168.18.1,52835
192.168.18.4,3.174.180.8,51960
192.168.18.4,192.168.18.1,53407
192.168.18.4,192.168.18.1,54574
192.168.18.4,99.84.9.46,53383
192.168.18.4,192.168.18.1,53248
192.168.18.4,192.168.18.1,61676
192.168.18.4,192.168.18.1,52107
192.168.18.4,192.168.18.1,59517
192.168.18.4,3.174.180.104,57603
192.168.18.4,3.174.180.104,49966
192.168.18.4,172.217.168.168,61675
192.168.18.4,52.38.46.77,61677
192.168.18.4,18.185.8.196,61678
192.168.18.4,192.168.18.1,58432
192.168.18.4,192.168.18.1,54881
192.168.18.4,104.18.38.236,54882
192.168.18.4,172.64.149.20,54883
192.168.18.4,192.168.18.1,60722
192.168.18.4,192.168.18.1,63027
192.168.18.4,192.168.18.1,57720
192.168.18.4,192.168.18.1,60663
192.168.18.4,192.168.18.1,57323
192.168.18.4,192.168.18.1,65415
192.168.18.4,192.168.18.1,56828
192.168.18.4,192.168.18.1,64495
192.168.18.4,192.168.18.1,62771
192.168.18.4,192.168.18.1,51061
192.168.18.4,192.168.18.1,49918
192.168.18.4,192.168.18.1,58363
192.168.18.4,192.168.18.1,56671
192.168.18.4,192.168.18.1,57289
192.168.18.4,192.168.18.1,63213
192.168.18.4,192.168.18.1,61065
192.168.18.4,192.168.18.1,65196
192.168.18.4,192.168.18.1,57792
192.168.18.4,13.33.243.38,60733
192.168.18.4,192.168.18.1,50366
192.168.18.4,192.168.18.1,52500
192.168.18.4,192.168.18.1,54392
192.168.18.4,192.168.18.1,60119
192.168.18.4,192.168.18.1,61946
192.168.18.4,192.168.18.1,65401
192.168.18.4,95.100.109.93,65269
192.168.18.4,95.100.109.93,54524
192.168.18.4,192.168.18.1,51076
192.168.18.4,192.168.18.1,54208
192.168.18.4,199.232.198.133,51247
192.168.18.4,192.168.18.1,52169
192.168.18.4,192.168.18.1,61816
192.168.18.4,192.168.18.1,51695
192.168.18.4,199.232.194.133,53720
192.168.18.4,142.250.184.14,50808
192.168.18.4,192.168.18.1,62968
192.168.18.4,192.168.18.1,65359
192.168.18.4,192.168.18.1,63702
192.168.18.4,192.168.18.1,58710
192.168.18.4,192.168.18.1,56203
192.168.18.4,192.168.18.1,49217
192.168.18.4,192.168.18.1,56084
192.168.18.4,192.168.18.1,51384
192.168.18.4,13.33.243.38,61848
192.168.18.4,13.33.243.38,53942
192.168.18.4,199.232.198.133,59326
192.168.18.4,199.232.194.133,60068
192.168.18.4,52.212.211.195,61514
192.168.18.4,192.168.18.1,60628
192.168.18.4,192.168.18.1,61134
192.168.18.4,13.224.83.87,56672
192.168.18.4,192.168.18.1,57788
192.168.18.4,192.168.18.1,53386
192.168.18.4,104.19.220.32,57930
192.168.18.4,192.168.18.1,60182
192.168.18.4,192.168.18.1,56159
192.168.18.4,23.46.85.88,54956
192.168.18.4,192.168.18.1,61772
192.168.18.4,192.168.18.1,49622
192.168.18.4,3.174.180.87,57434
192.168.18.4,108.157.95.226,53177
192.168.18.4,199.232.194.133,55242
192.168.18.4,192.168.18.1,50786
192.168.18.4,192.168.18.1,57685
192.168.18.4,192.168.18.1,56954
192.168.18.4,192.168.18.1,54074
192.168.18.4,192.168.18.1,49918
192.168.18.4,192.168.18.1,55920
192.168.18.4,199.232.194.133,51269
192.168.18.4,199.232.194.133,57249
192.168.18.4,192.168.18.1,58596
192.168.18.4,192.168.18.1,53178
192.168.18.4,99.84.9.98,49523
192.168.18.4,104.19.220.32,55611
192.168.18.4,91.134.4.128,65209
192.168.18.4,192.168.18.1,50929
192.168.18.4,192.168.18.1,65248
192.168.18.4,192.168.18.1,51802
192.168.18.4,192.168.18.1,62491
192.168.18.4,192.168.18.1,57178
192.168.18.4,192.168.18.1,56998
192.168.18.4,192.168.18.1,63051
192.168.18.4,192.168.18.1,59444
192.168.18.4,192.168.18.1,58424
192.168.18.4,192.168.18.1,59362
