ip.src,ip.dst,tcp.srcport
192.168.18.4,192.168.18.1,61783
192.168.18.4,23.105.134.199,55439
192.168.18.4,91.228.74.159,52596
192.168.18.4,192.168.18.1,58403
192.168.18.4,192.168.18.1,53180
192.168.18.4,192.168.18.1,59490
192.168.18.4,192.168.18.1,49507
192.168.18.4,192.168.18.1,53349
192.168.18.4,192.168.18.1,52304
192.168.18.4,192.168.18.1,55723
192.168.18.4,192.168.18.1,53181
192.168.18.4,192.168.18.1,60629
192.168.18.4,192.168.18.1,54337
192.168.18.4,23.46.85.41,50165
192.168.18.4,172.66.154.88,59281
192.168.18.4,98.82.158.241,50496
192.168.18.4,69.173.156.149,62377
192.168.18.4,52.29.81.57,64741
192.168.18.4,192.168.18.1,53336
192.168.18.4,192.168.18.1,65403
192.168.18.4,69.173.156.148,62990
192.168.18.4,69.173.156.148,55530
192.168.18.4,69.173.156.149,61274
192.168.18.4,69.173.156.148,50746
192.168.18.4,192.168.18.1,58240
192.168.18.4,192.168.18.1,51514
192.168.18.4,69.173.156.149,57564
192.168.18.4,192.168.18.1,55158
192.168.18.4,192.168.18.1,52321
192.168.18.4,95.100.109.95,59218
192.168.18.4,192.168.18.1,61300
192.168.18.4,192.168.18.1,55380
192.168.18.4,69.173.156.148,64368
192.168.18.4,192.168.18.1,63676
192.168.18.4,192.168.18.1,58527
192.168.18.4,192.168.18.1,61964
192.168.18.4,192.168.18.1,51432
192.168.18.4,69.173.156.149,56287
192.168.18.4,185.89.210.20,52278
192.168.18.4,192.168.18.1,50213
192.168.18.4,192.168.18.1,58964
192.168.18.4,34.160.236.64,60917
192.168.18.4,150.171.22.12,52587
192.168.18.4,98.82.158.241,60899
192.168.18.4,81.17.55.117,59302
192.168.18.4,192.168.18.1,65245
192.168.18.4,192.168.18.1,51373
192.168.18.4,192.168.18.1,63440
192.168.18.4,192.168.18.1,61103
192.168.18.4,192.168.18.1,55321
192.168.18.4,192.168.18.1,63046
192.168.18.4,192.168.18.1,59674
192.168.18.4,192.168.18.1,50775
192.168.18.4,192.168.18.1,56605
192.168.18.4,192.168.18.1,63228
192.168.18.4,185.89.210.20,62970
192.168.18.4,192.168.18.1,51345
192.168.18.4,192.168.18.1,52066
192.168.18.4,91.228.74.159,56907
192.168.18.4,192.168.18.1,62370
192.168.18.4,192.168.18.1,51940
192.168.18.4,192.168.18.1,53182
192.168.18.4,192.168.18.1,49926
192.168.18.4,98.82.158.241,60343
192.168.18.4,82.145.213.8,61633
192.168.18.4,35.244.174.68,63531
192.168.18.4,52.94.223.167,53807
192.168.18.4,52.94.223.167,53864
192.168.18.4,87.248.114.11,58151
192.168.18.4,23.105.134.199,58350
192.168.18.4,178.250.7.29,57276
192.168.18.4,198.47.127.205,58591
192.168.18.4,103.231.98.107,52839
192.168.18.4,103.231.98.107,55639
192.168.18.4,192.168.18.1,59579
192.168.18.4,192.168.18.1,64933
192.168.18.4,46.228.164.11,53619
192.168.18.4,98.82.158.241,52010
192.168.18.4,192.168.18.1,62665
192.168.18.4,192.168.18.1,58790
192.168.18.4,5.135.209.105,55026
192.168.18.4,5.135.209.105,59095
192.168.18.4,5.135.209.105,59636
192.168.18.4,80.82.210.217,49534
192.168.18.4,212.77.112.1,49475
192.168.18.4,54.171.232.228,51494
192.168.18.4,54.171.232.228,56406
192.168.18.4,44.194.121.114,50488
192.168.18.4,34.111.113.62,63839
192.168.18.4,192.168.18.1,63464
192.168.18.4,192.168.18.1,56203
192.168.18.4,192.168.18.1,60501
192.168.18.4,192.168.18.1,49690
192.168.18.4,192.168.18.1,54652
192.168.18.4,192.168.18.1,64127
192.168.18.4,5.135.209.105,60117
192.168.18.4,52.94.223.167,51861
192.168.18.4,87.248.114.11,64429
192.168.18.4,192.168.18.1,57787
192.168.18.4,192.168.18.1,65359
192.168.18.4,192.168.18.1,53506
192.168.18.4,192.168.18.1,55788
192.168.18.4,162.159.141.246,58605
192.168.18.4,148.113.153.93,53460
192.168.18.4,192.168.18.1,49628
192.168.18.4,192.168.18.1,52393
192.168.18.4,192.168.18.1,55688
192.168.18.4,192.168.18.1,62120
192.168.18.4,192.168.18.1,65434
192.168.18.4,192.168.18.1,61134
192.168.18.4,192.168.18.1,50624
192.168.18.4,192.168.18.1,50317
192.168.18.4,52.33.90.55,62666
192.168.18.4,192.168.18.1,56016
192.168.18.4,192.168.18.1,59562
192.168.18.4,192.168.18.1,65193
192.168.18.4,192.168.18.1,54150
192.168.18.4,192.168.18.1,55431
192.168.18.4,192.168.18.1,50707
192.168.18.4,192.168.18.1,52332
192.168.18.4,192.168.18.1,54595
192.168.18.4,192.168.18.1,56049
192.168.18.4,192.168.18.1,61383
192.168.18.4,192.168.18.1,59928
192.168.18.4,192.168.18.1,53441
192.168.18.4,192.168.18.1,60735
192.168.18.4,192.168.18.1,59225
192.168.18.4,192.168.18.1,59380
192.168.18.4,192.168.18.1,65204
192.168.18.4,192.168.18.1,60075
192.168.18.4,192.168.18.1,62501
192.168.18.4,103.231.98.109,56371
192.168.18.4,103.231.98.109,60896
192.168.18.4,192.168.18.1,51160
192.168.18.4,192.168.18.1,62031
192.168.18.4,151.101.2.49,63709
192.168.18.4,63.32.16.165,63458
192.168.18.4,192.168.18.1,57725
192.168.18.4,192.168.18.1,55070
192.168.18.4,35.214.155.69,50166
192.168.18.4,50.31.142.63,54220
192.168.18.4,192.168.18.1,53427
192.168.18.4,192.168.18.1,55776
192.168.18.4,77.243.51.122,54676
192.168.18.4,34.250.76.38,53183
192.168.18.4,34.250.76.38,51629
192.168.18.4,192.168.18.1,62788
192.168.18.4,192.168.18.1,57183
192.168.18.4,46.228.164.11,55916
192.168.18.4,80.77.87.166,52837
192.168.18.4,3.121.234.184,58328
192.168.18.4,192.168.18.1,51349
192.168.18.4,192.168.18.1,52112
192.168.18.4,192.168.18.1,61956
192.168.18.4,192.168.18.1,56260
192.168.18.4,192.168.18.1,63757
192.168.18.4,192.168.18.1,63365
192.168.18.4,192.168.18.1,55064
192.168.18.4,192.168.18.1,60006
192.168.18.4,54.72.75.237,59382
192.168.18.4,192.168.18.1,62368
192.168.18.4,192.168.18.1,58975
192.168.18.4,192.168.18.1,51222
192.168.18.4,192.168.18.1,51119
192.168.18.4,82.145.213.8,55770
192.168.18.4,192.168.18.1,64634
192.168.18.4,192.168.18.1,60317
192.168.18.4,192.168.18.1,61767
192.168.18.4,192.168.18.1,58295
192.168.18.4,192.168.18.1,57313
192.168.18.4,192.168.18.1,53704
192.168.18.4,192.168.18.1,52840
192.168.18.4,192.168.18.1,54280
192.168.18.4,37.157.5.132,60098
192.168.18.4,37.157.5.132,55464
192.168.18.4,37.157.5.132,51551
192.168.18.4,37.157.5.132,55532
192.168.18.4,82.145.213.8,62540
192.168.18.4,35.214.136.108,56174
192.168.18.4,35.214.136.108,61642
192.168.18.4,35.214.136.108,63017
192.168.18.4,35.214.194.245,53372
192.168.18.4,89.207.16.201,56474
192.168.18.4,198.47.127.205,61277
192.168.18.4,82.145.213.8,64445
192.168.18.4,192.168.18.1,57757
192.168.18.4,192.168.18.1,57319
192.168.18.4,80.77.87.166,50709
192.168.18.4,192.168.18.1,49925
192.168.18.4,192.168.18.1,53494
192.168.18.4,192.168.18.1,51946
192.168.18.4,192.168.18.1,62526
192.168.18.4,192.168.18.1,57124
192.168.18.4,192.168.18.1,55036
192.168.18.4,192.168.18.1,51595
192.168.18.4,192.168.18.1,55475
192.168.18.4,192.168.18.1,56158
192.168.18.4,192.168.18.1,59585
192.168.18.4,172.66.1.242,50720
192.168.18.4,192.168.18.1,53181
192.168.18.4,192.168.18.1,52304
192.168.18.4,192.168.18.1,60629
192.168.18.4,192.168.18.1,55723
192.168.18.4,192.168.18.1,58461
192.168.18.4,23.105.134.199,55439
192.168.18.4,192.168.18.1,54337
192.168.18.4,192.168.18.1,61783
192.168.18.4,192.168.18.1,59239
192.168.18.4,192.168.18.1,61301
192.168.18.4,192.168.18.1,53906
192.168.18.4,192.168.18.1,53183
192.168.18.4,192.168.18.1,61550
192.168.18.4,172.66.1.242,56757
192.168.18.4,192.168.18.1,63042
192.168.18.4,192.168.18.1,60558
192.168.18.4,192.168.18.1,50167
192.168.18.4,192.168.18.1,51535
192.168.18.4,178.250.7.140,56398
192.168.18.4,178.250.7.140,62797
192.168.18.4,192.168.18.1,61060
192.168.18.4,192.168.18.1,56277
192.168.18.4,192.168.18.1,59508
192.168.18.4,192.168.18.1,59368
192.168.18.4,52.212.211.195,53707
192.168.18.4,52.212.211.195,63687
192.168.18.4,192.168.18.1,59818
192.168.18.4,192.168.18.1,54576
192.168.18.4,35.208.249.213,49403
192.168.18.4,192.168.18.1,64436
192.168.18.4,192.168.18.1,64724
192.168.18.4,35.227.244.76,58189
192.168.18.4,192.168.18.1,57865
192.168.18.4,192.168.18.1,50455
192.168.18.4,192.168.18.1,57945
192.168.18.4,192.168.18.1,56581
192.168.18.4,163.5.194.36,52078
192.168.18.4,34.239.26.40,60280
192.168.18.4,34.239.26.40,63295
192.168.18.4,192.168.18.1,55321
192.168.18.4,192.168.18.1,63046
192.168.18.4,192.168.18.1,56604
192.168.18.4,192.168.18.1,60624
192.168.18.4,3.120.214.218,51131
192.168.18.4,192.168.18.1,51940
192.168.18.4,192.168.18.1,62370
192.168.18.4,192.168.18.1,57990
192.168.18.4,192.168.18.1,49564
192.168.18.4,35.186.193.173,58127
192.168.18.4,8.18.47.7,51314
192.168.18.4,82.145.213.8,53705
192.168.18.4,82.145.213.8,62697
192.168.18.4,198.47.127.18,53819
192.168.18.4,23.105.134.199,58350
192.168.18.4,104.18.26.193,51712
192.168.18.4,208.93.169.131,50822
192.168.18.4,192.168.18.1,58992
192.168.18.4,192.168.18.1,61472
192.168.18.4,82.145.213.8,50682
192.168.18.4,192.168.18.1,50837
192.168.18.4,192.168.18.1,65338
192.168.18.4,3.85.236.90,54658
192.168.18.4,192.168.18.1,63779
192.168.18.4,192.168.18.1,59123
192.168.18.4,192.168.18.1,49380
192.168.18.4,192.168.18.1,63918
192.168.18.4,192.168.18.1,51428
192.168.18.4,192.168.18.1,59620
192.168.18.4,192.168.18.1,51455
192.168.18.4,192.168.18.1,59833
192.168.18.4,192.168.18.1,62685
192.168.18.4,192.168.18.1,64127
192.168.18.4,192.168.18.1,54652
192.168.18.4,192.168.18.1,59353
192.168.18.4,34.235.210.140,60828
192.168.18.4,34.239.26.40,62005
192.168.18.4,192.168.18.1,53506
192.168.18.4,192.168.18.1,55788
192.168.18.4,192.168.18.1,62541
192.168.18.4,192.168.18.1,56048
192.168.18.4,154.59.122.79,56245
192.168.18.4,193.0.160.131,54986
192.168.18.4,193.0.160.131,55625
192.168.18.4,35.212.43.231,56232
192.168.18.4,63.34.202.97,51116
192.168.18.4,77.243.51.122,58443
192.168.18.4,192.168.18.1,65204
192.168.18.4,192.168.18.1,59380
192.168.18.4,192.168.18.1,53876
192.168.18.4,192.168.18.1,51160
192.168.18.4,192.168.18.1,62031
192.168.18.4,192.168.18.1,60563
192.168.18.4,192.168.18.1,59335
192.168.18.4,82.145.213.8,49683
192.168.18.4,8.2.109.252,62497
192.168.18.4,192.168.18.1,60499
192.168.18.4,192.168.18.1,51970
192.168.18.4,192.168.18.1,59856
192.168.18.4,192.168.18.1,61565
192.168.18.4,77.243.51.122,61268
192.168.18.4,192.168.18.1,51119
192.168.18.4,192.168.18.1,61767
192.168.18.4,192.168.18.1,63020
192.168.18.4,185.184.8.90,64677
192.168.18.4,185.184.8.90,61611
192.168.18.4,34.96.71.22,59126
192.168.18.4,2.22.208.24,61648
192.168.18.4,8.2.109.252,57029
192.168.18.4,192.168.18.1,55227
192.168.18.4,192.168.18.1,61603
192.168.18.4,192.168.18.1,59585
192.168.18.4,37.157.5.49,55734
192.168.18.4,150.171.28.10,58797
192.168.18.4,8.2.109.252,51554
192.168.18.4,192.168.18.1,61506
192.168.18.4,192.168.18.1,59805
192.168.18.4,103.231.98.104,55748
192.168.18.4,8.2.109.252,62497
192.168.18.4,80.77.87.166,52837
192.168.18.4,192.168.18.1,63477
192.168.18.4,192.168.18.1,65422
192.168.18.4,54.246.120.135,57574
192.168.18.4,23.105.134.199,55439
192.168.18.4,23.105.134.199,58350
192.168.18.4,192.168.18.1,56193
192.168.18.4,192.168.18.1,64315
192.168.18.4,104.18.21.114,52841
192.168.18.4,192.168.18.1,62268
192.168.18.4,192.168.18.1,59355
192.168.18.4,192.168.18.1,58336
192.168.18.4,192.168.18.1,63077
192.168.18.4,57.129.18.121,57784
192.168.18.4,144.24.52.150,51818
192.168.18.4,198.47.127.20,56209
192.168.18.4,192.168.18.1,58118
192.168.18.4,192.168.18.1,57253
192.168.18.4,54.78.254.47,51555
192.168.18.4,80.77.87.166,51164
192.168.18.4,192.168.18.1,49217
192.168.18.4,192.168.18.1,63636
192.168.18.4,192.168.18.1,58221
192.168.18.4,192.168.18.1,55155
192.168.18.4,192.168.18.1,52954
192.168.18.4,192.168.18.1,65016
192.168.18.4,34.7.37.3,60173
192.168.18.4,34.102.163.6,51003
192.168.18.4,64.158.223.140,59147
192.168.18.4,35.214.155.69,51693
192.168.18.4,192.168.18.1,55307
192.168.18.4,192.168.18.1,53418
192.168.18.4,34.102.163.6,62223
192.168.18.4,192.168.18.1,55813
192.168.18.4,192.168.18.1,53962
192.168.18.4,34.36.216.150,52424
192.168.18.4,192.168.18.1,55039
192.168.18.4,192.168.18.1,64780
192.168.18.4,64.227.64.62,54397
192.168.18.4,192.168.18.1,60352
192.168.18.4,192.168.18.1,59384
192.168.18.4,192.168.18.1,55679
192.168.18.4,192.168.18.1,63124
192.168.18.4,192.168.18.1,54176
192.168.18.4,192.168.18.1,55486
192.168.18.4,192.168.18.1,50950
192.168.18.4,192.168.18.1,50288
192.168.18.4,192.168.18.1,52597
192.168.18.4,192.168.18.1,56031
192.168.18.4,13.50.192.155,61396
192.168.18.4,192.168.18.1,56651
192.168.18.4,192.168.18.1,64325
192.168.18.4,174.137.133.49,53256
192.168.18.4,34.96.105.8,65307
192.168.18.4,192.168.18.1,62176
192.168.18.4,192.168.18.1,56173
192.168.18.4,192.168.18.1,61342
192.168.18.4,192.168.18.1,53775
192.168.18.4,192.168.18.1,58652
192.168.18.4,192.168.18.1,50576
192.168.18.4,192.168.18.1,62429
192.168.18.4,192.168.18.1,53504
192.168.18.4,52.19.224.221,61711
192.168.18.4,34.192.176.55,49927
192.168.18.4,91.134.56.188,53924
192.168.18.4,34.7.37.3,49610
192.168.18.4,157.180.107.83,53390
192.168.18.4,172.233.235.52,55152
192.168.18.4,35.186.154.107,56639
192.168.18.4,192.168.18.1,58015
192.168.18.4,192.168.18.1,63533
192.168.18.4,37.187.82.222,64223
192.168.18.4,35.186.154.107,63148
192.168.18.4,148.113.153.93,53699
192.168.18.4,80.77.87.166,51164
192.168.18.4,192.168.18.1,63142
192.168.18.4,192.168.18.1,54244
192.168.18.4,35.186.154.107,56639
192.168.18.4,8.2.109.252,60754
192.168.18.4,35.186.154.107,63148
192.168.18.4,80.77.87.166,52837
192.168.18.4,23.105.134.199,55439
192.168.18.4,23.105.134.199,58350
192.168.18.4,80.77.87.166,51164
192.168.18.4,35.186.154.107,56639
192.168.18.4,35.186.154.107,63148
192.168.18.4,129.146.90.151,58182
192.168.18.4,129.146.90.151,58182
192.168.18.4,80.77.87.166,51164
192.168.18.4,35.186.154.107,56639
192.168.18.4,35.186.154.107,63148
192.168.18.4,129.146.90.151,58182
192.168.18.4,178.250.7.29,50725
192.168.18.4,23.105.134.199,55439
192.168.18.4,23.105.134.199,58350
192.168.18.4,129.146.90.151,58182
192.168.18.4,192.168.18.1,53613
192.168.18.4,192.168.18.1,58522
192.168.18.4,35.186.154.107,56639
192.168.18.4,35.186.154.107,63148
192.168.18.4,129.146.90.151,58182
192.168.18.4,37.252.173.215,50599
192.168.18.4,69.173.156.138,61491
192.168.18.4,3.248.78.235,51372
192.168.18.4,51.178.195.211,62026
192.168.18.4,34.1.1.166,57248
192.168.18.4,178.250.7.136,59285
192.168.18.4,116.202.105.203,53304
192.168.18.4,172.217.171.34,52519
192.168.18.4,192.168.18.1,56704
192.168.18.4,192.168.18.1,59383
192.168.18.4,192.168.18.1,54479
192.168.18.4,192.168.18.1,51085
192.168.18.4,52.215.172.27,61054
192.168.18.4,142.250.185.6,60385
192.168.18.4,192.168.18.1,61851
192.168.18.4,192.168.18.1,59547
192.168.18.4,192.168.18.1,57618
192.168.18.4,192.168.18.1,56057
192.168.18.4,216.58.215.130,53183
192.168.18.4,142.250.185.6,59821
192.168.18.4,192.168.18.1,63436
192.168.18.4,192.168.18.1,63135
192.168.18.4,192.168.18.1,59013
192.168.18.4,192.168.18.1,51301
192.168.18.4,192.168.18.1,64621
192.168.18.4,192.168.18.1,51291
192.168.18.4,192.168.18.1,54078
192.168.18.4,192.168.18.1,49660
192.168.18.4,98.90.179.52,58529
192.168.18.4,52.222.132.67,63965
192.168.18.4,52.222.132.67,58471
192.168.18.4,98.90.179.52,55345
192.168.18.4,142.251.150.119,55346
192.168.18.4,142.251.152.119,55347
192.168.18.4,192.168.18.1,55891
192.168.18.4,192.168.18.1,52835
192.168.18.4,34.1.1.166,61126
192.168.18.4,37.252.173.215,53929
192.168.18.4,69.173.156.138,58414
192.168.18.4,3.248.78.235,62053
192.168.18.4,51.178.195.211,62505
192.168.18.4,178.250.7.136,63742
192.168.18.4,116.202.105.203,63843
192.168.18.4,98.90.179.52,54682
192.168.18.4,52.215.172.27,53963
192.168.18.4,2.20.253.95,53964
192.168.18.4,192.168.18.1,61348
192.168.18.4,192.168.18.1,62967
192.168.18.4,142.251.17.94,61610
192.168.18.4,192.168.18.1,63387
192.168.18.4,192.168.18.1,54101
192.168.18.4,2.20.253.88,54102
192.168.18.4,3.248.78.235,49620
192.168.18.4,192.168.18.1,58394
192.168.18.4,192.168.18.1,64536
192.168.18.4,51.178.195.211,63919
192.168.18.4,192.168.18.1,57017
192.168.18.4,192.168.18.1,59272
192.168.18.4,192.168.18.1,60913
192.168.18.4,192.168.18.1,55429
192.168.18.4,178.250.7.136,62115
192.168.18.4,34.1.1.166,62819
192.168.18.4,37.252.171.21,58849
192.168.18.4,2.20.253.95,58850
192.168.18.4,2.20.253.88,58851
192.168.18.4,2.20.253.95,58852
192.168.18.4,116.202.105.203,53184
192.168.18.4,44.252.201.228,53185
192.168.18.4,192.168.18.1,53831
192.168.18.4,192.168.18.1,57095
192.168.18.4,63.181.153.43,57096
192.168.18.4,98.90.179.52,51590
192.168.18.4,192.168.18.1,65482
192.168.18.4,192.168.18.1,54594
192.168.18.4,185.80.36.202,63825
192.168.18.4,192.168.18.1,63955
192.168.18.4,192.168.18.1,55510
192.168.18.4,2.16.8.73,54534
192.168.18.4,192.168.18.1,50162
192.168.18.4,192.168.18.1,55503
192.168.18.4,192.168.18.1,59425
192.168.18.4,192.168.18.1,60522
192.168.18.4,192.168.18.1,63343
192.168.18.4,192.168.18.1,62017
192.168.18.4,192.168.18.1,64406
192.168.18.4,192.168.18.1,59574
192.168.18.4,192.168.18.1,54209
192.168.18.4,192.168.18.1,57277
192.168.18.4,46.228.164.11,65119
192.168.18.4,192.168.18.1,57624
192.168.18.4,192.168.18.1,53937
192.168.18.4,108.131.230.184,64579
192.168.18.4,2.17.35.26,64048
192.168.18.4,192.168.18.1,63525
192.168.18.4,192.168.18.1,54720
192.168.18.4,52.222.132.128,49463
192.168.18.4,192.168.18.1,56663
192.168.18.4,192.168.18.1,52511
192.168.18.4,192.168.18.1,49563
192.168.18.4,192.168.18.1,49258
192.168.18.4,192.168.18.1,51585
192.168.18.4,192.168.18.1,61605
192.168.18.4,34.247.122.128,59449
192.168.18.4,52.222.132.4,62490
192.168.18.4,2.16.8.96,59071
192.168.18.4,2.16.8.96,58272
192.168.18.4,2.16.8.96,52891
192.168.18.4,192.168.18.1,54316
192.168.18.4,192.168.18.1,49264
192.168.18.4,130.211.115.4,62970
192.168.18.4,192.168.18.1,55965
192.168.18.4,192.168.18.1,59699
192.168.18.4,2.16.8.96,52382
192.168.18.4,130.211.115.4,54930
192.168.18.4,104.18.38.236,54931
192.168.18.4,172.64.149.20,54932
192.168.18.4,192.168.18.1,57300
192.168.18.4,192.168.18.1,64651
192.168.18.4,192.168.18.1,60359
192.168.18.4,192.168.18.1,52569
192.168.18.4,192.168.18.1,55282
192.168.18.4,192.168.18.1,56183
192.168.18.4,172.66.0.227,62733
192.168.18.4,104.18.39.59,63326
192.168.18.4,116.202.105.203,59409
192.168.18.4,192.168.18.1,53197
192.168.18.4,192.168.18.1,60527
192.168.18.4,192.168.18.1,63568
192.168.18.4,192.168.18.1,61199
192.168.18.4,151.101.132.158,56125
192.168.18.4,192.168.18.1,57875
192.168.18.4,192.168.18.1,65394
192.168.18.4,172.66.0.227,60604
192.168.18.4,192.168.18.1,63654
192.168.18.4,192.168.18.1,50889
192.168.18.4,172.64.150.129,56764
192.168.18.4,192.168.18.1,52090
192.168.18.4,192.168.18.1,50361
192.168.18.4,162.159.140.229,50189
192.168.18.4,172.66.0.227,53810
192.168.18.4,192.168.18.1,49676
192.168.18.4,192.168.18.1,51488
192.168.18.4,54.71.5.243,50709
192.168.18.4,192.168.18.1,65154
192.168.18.4,192.168.18.1,55432
192.168.18.4,104.244.43.131,64726
192.168.18.4,2.20.253.88,64727
192.168.18.4,44.252.201.228,64728
192.168.18.4,216.239.36.223,64729
192.168.18.4,63.183.150.165,64730
192.168.18.4,192.168.18.1,51417
192.168.18.4,192.168.18.1,51360
192.168.18.4,2.20.253.88,51361
192.168.18.4,44.252.201.228,51362
192.168.18.4,2.20.253.91,51363
192.168.18.4,44.252.201.228,51364
192.168.18.4,192.168.18.1,59419
192.168.18.4,192.168.18.1,61958
192.168.18.4,142.251.36.42,58412
192.168.18.4,63.181.153.43,58413
192.168.18.4,172.64.149.20,58415
192.168.18.4,104.18.38.236,58416
192.168.18.4,192.168.18.1,49394
192.168.18.4,192.168.18.1,56312
192.168.18.4,192.168.18.1,64565
192.168.18.4,192.168.18.1,52362
192.168.18.4,192.168.18.1,63565
192.168.18.4,192.168.18.1,63554
192.168.18.4,192.168.18.1,56008
192.168.18.4,192.168.18.1,65479
192.168.18.4,192.168.18.1,64920
192.168.18.4,192.168.18.1,64259
192.168.18.4,192.168.18.1,50550
192.168.18.4,192.168.18.1,60432
192.168.18.4,51.102.67.114,60433
192.168.18.4,192.168.18.1,63483
192.168.18.4,192.168.18.1,63378
192.168.18.4,192.168.18.1,54851
192.168.18.4,192.168.18.1,60262
192.168.18.4,192.168.18.1,63053
192.168.18.4,192.168.18.1,63095
192.168.18.4,192.168.18.1,56324
192.168.18.4,192.168.18.1,56218
192.168.18.4,192.168.18.1,56150
192.168.18.4,192.168.18.1,55460
192.168.18.4,2.20.253.91,55461
192.168.18.4,44.252.201.228,55462
192.168.18.4,63.179.37.107,55463
192.168.18.4,185.199.109.153,64619
192.168.18.4,172.217.171.59,64620
192.168.18.4,20.52.64.201,53175
192.168.18.4,20.52.64.201,53176
192.168.18.4,142.251.208.227,56933
192.168.18.4,172.64.149.20,49306
192.168.18.4,104.18.38.236,49307
192.168.18.4,172.66.0.227,59624
192.168.18.4,151.101.66.146,61053
192.168.18.4,151.101.132.159,63948
192.168.18.4,162.159.140.229,54254
192.168.18.4,151.101.132.158,49461
192.168.18.4,162.159.140.229,62668
192.168.18.4,172.64.150.129,58774
192.168.18.4,151.101.130.146,63406
192.168.18.4,172.217.171.42,50160
192.168.18.4,151.101.130.146,50889
192.168.18.4,44.254.231.90,61110
192.168.18.4,104.244.43.131,60427
192.168.18.4,151.101.132.158,61871
192.168.18.4,216.239.38.223,63257
192.168.18.4,74.125.133.188,57538
192.168.18.4,151.101.66.146,58325
192.168.18.4,172.64.149.20,58326
192.168.18.4,104.18.38.236,58327
192.168.18.4,172.66.0.227,63079
192.168.18.4,151.101.132.159,54775
192.168.18.4,162.159.140.229,57682
192.168.18.4,151.101.132.158,57369
192.168.18.4,162.159.140.229,64312
192.168.18.4,172.64.150.129,50264
192.168.18.4,151.101.130.146,51525
192.168.18.4,44.254.231.90,60880
192.168.18.4,104.244.43.131,57230
192.168.18.4,13.107.213.43,63049
192.168.18.4,172.64.149.20,63050
192.168.18.4,104.18.38.236,63051
192.168.18.4,216.239.34.157,57643
192.168.18.4,216.239.34.157,56134
192.168.18.4,216.239.34.157,59936
192.168.18.4,142.251.208.227,64608
192.168.18.4,172.217.20.238,55194
192.168.18.4,142.251.36.195,57105
192.168.18.4,142.251.142.130,52349
192.168.18.4,192.178.25.110,60455
192.168.18.4,23.211.15.138,55981
192.168.18.4,23.211.15.138,51217
192.168.18.4,104.20.20.176,54844
192.168.18.4,142.250.185.2,62628
192.168.18.4,142.250.185.1,57694
192.168.18.4,104.16.80.73,61763
192.168.18.4,142.251.142.78,61442
192.168.18.4,23.10.72.162,59077
192.168.18.4,23.10.72.162,49615
192.168.18.4,23.10.72.162,53755
192.168.18.4,192.178.25.106,64708
192.168.18.4,192.178.25.106,55508
192.168.18.4,142.251.140.232,56609
192.168.18.4,142.251.140.232,49276
192.168.18.4,142.251.142.142,57399
192.168.18.4,141.193.213.21,51381
192.168.18.4,142.250.184.3,58809
192.168.18.4,142.251.142.142,49606
192.168.18.4,142.250.185.1,52570
192.168.18.4,142.250.185.2,51683
192.168.18.4,142.250.185.2,49444
192.168.18.4,142.250.184.3,57937
192.168.18.4,142.250.184.3,51708
192.168.18.4,142.251.140.232,51674
192.168.18.4,142.250.185.1,61311
192.168.18.4,142.251.140.232,60552
192.168.18.4,23.211.15.135,62394
192.168.18.4,142.251.142.142,61465
192.168.18.4,142.251.142.142,57561
192.168.18.4,142.251.142.142,50659
192.168.18.4,172.217.171.42,57495
192.168.18.4,23.10.72.162,50161
192.168.18.4,216.239.34.36,50602
192.168.18.4,216.239.34.36,51773
192.168.18.4,34.40.14.233,49918
192.168.18.4,216.239.32.36,57817
192.168.18.4,216.239.32.36,65241
192.168.18.4,142.251.36.42,64311
192.168.18.4,172.64.149.20,64313
192.168.18.4,104.18.38.236,64314
192.168.18.4,172.217.20.238,49310
192.168.18.4,172.217.171.46,56170
192.168.18.4,142.251.140.246,49919
192.168.18.4,172.217.20.226,62572
192.168.18.4,192.178.25.102,52911
192.168.18.4,142.250.184.3,52295
192.168.18.4,142.250.185.10,61597
192.168.18.4,52.123.224.134,61598
192.168.18.4,13.107.246.43,51822
192.168.18.4,142.250.184.3,51825
192.168.18.4,35.213.232.93,54711
192.168.18.4,35.213.232.93,58304
192.168.18.4,142.251.17.94,50992
192.168.18.4,142.251.17.94,54511
192.168.18.4,192.168.18.1,50160
192.168.18.4,192.168.18.1,55123
192.168.18.4,192.168.18.1,55041
192.168.18.4,192.168.18.1,57411
192.168.18.4,192.168.18.1,59309
192.168.18.4,192.168.18.1,57415
192.168.18.4,192.168.18.1,56797
192.168.18.4,192.168.18.1,55116
192.168.18.4,192.168.18.1,53239
192.168.18.4,192.168.18.1,52302
192.168.18.4,192.168.18.1,63723
192.168.18.4,192.168.18.1,63295
192.168.18.4,192.168.18.1,62196
192.168.18.4,192.168.18.1,52209
192.168.18.4,192.168.18.1,58007
192.168.18.4,192.168.18.1,56090
192.168.18.4,192.168.18.1,56074
192.168.18.4,192.168.18.1,61541
192.168.18.4,192.168.18.1,49549
192.168.18.4,192.168.18.1,56462
192.168.18.4,192.168.18.1,64002
192.168.18.4,192.168.18.1,50162
192.168.18.4,192.168.18.1,61213
192.168.18.4,192.168.18.1,57121
192.168.18.4,192.168.18.1,58977
192.168.18.4,216.239.36.223,58978
192.168.18.4,192.168.18.1,63363
192.168.18.4,192.168.18.1,53897
192.168.18.4,192.168.18.1,55850
192.168.18.4,192.168.18.1,63441
